Area	Perimeter	Solidity	roundness	Compactness
34051	677.272	0.986928294	0.932853601	0.914761275
34053	671.582	0.991007508	0.948783552	0.895837186
34060	662.146	0.991067012	0.976218398	0.944691865
34082	668.346	0.991793738	0.958809282	0.903249117
34097	680.595	0.98826155	0.925014467	0.914582595
34104	667.289	0.990790506	0.962470112	0.908061515
34113	673.914	0.989011945	0.943888774	0.941990931
34130	666.585	0.992381949	0.965239485	0.885026037
34131	668.091	0.990079192	0.960920889	0.929237411
34151	674.271	0.987593985	0.943939862	0.900700206
34151	662.129	0.993079182	0.978876878	0.920536431
34179	677.064	0.988518047	0.936935665	0.926905486
34191	661.403	0.992625925	0.982176064	0.931536651
34207	668.737	0.991076344	0.961200851	0.91519969
34207	661.138	0.993782865	0.983423569	0.919874857
34220	677.527	0.989675218	0.936777941	0.895154791
34222	671.994	0.989761684	0.95232341	0.93480797
34239	666.439	0.992147204	0.968746459	0.897314723
34246	684.324	0.98600714	0.91895908	0.908249044
34253	672.539	0.991231624	0.951641846	0.915928067
34254	668.704	0.990715835	0.962616531	0.932444792
34259	676.402	0.989486757	0.940967839	0.917857473
34276	689.626	0.986700443	0.905675761	0.910030285
34291	671.507	0.990525434	0.955628131	0.905892129
34313	671.844	0.991705202	0.955282162	0.946067007
34321	669.531	0.990447882	0.962118171	0.916870698
34327	677.311	0.98885176	0.940306539	0.904406791
34333	665.686	0.99251272	0.973604944	0.912153982
34337	667.785	0.992886678	0.967606759	0.909857612
34349	674.863	0.991456199	0.947747671	0.877836008
34390	680.24	0.989384044	0.933937272	0.854041663
34394	669.762	0.990325367	0.963499612	0.90621808
34395	665.156	0.992984583	0.97691809	0.903118094
34397	678.85	0.989101679	0.937956691	0.910779256
34410	684.481	0.98873628	0.92293633	0.900436348
34412	667.199	0.992358047	0.971424393	0.894685269
34419	687.797	0.986641823	0.914297554	0.933960539
34421	678.034	0.990190438	0.940871694	0.900789597
34425	680.503	0.989480038	0.934165286	0.899905832
34428	688.178	0.98624957	0.913524268	0.911356975
34441	675.683	0.988945041	0.947980998	0.915652939
34443	684.507	0.987641223	0.923751269	0.892614563
34447	682.912	0.988351075	0.928179091	0.93042111
34461	675.775	0.993370038	0.948273245	0.84899487
34469	666.834	0.991999309	0.974098956	0.910213729
34474	672.3	0.991372865	0.958462926	0.92846748
34475	677.676	0.988445438	0.943343645	0.869185244
34483	687.567	0.983795042	0.916610562	0.896444062
34491	674.657	0.990295443	0.952246946	0.898693024
34503	678.24	0.989049735	0.94254029	0.886074778
34509	668.332	0.992322291	0.970862501	0.910063526
34521	667.908	0.991128338	0.972433566	0.932796198
34523	673.987	0.989821664	0.955026346	0.904017105
34532	689.551	0.985024389	0.912638553	0.966188711
34543	670.896	0.991873887	0.964405129	0.892347354
34543	669.456	0.991845407	0.968558463	0.923966472
34594	670.069	0.992711203	0.968214523	0.899038984
34600	673.252	0.990864572	0.959247461	0.906910077
34601	685.556	0.987246063	0.925151042	0.926603028
34622	683.382	0.988917452	0.931611724	0.889918362
34623	675.213	0.99021879	0.954317679	0.920094597
34626	667.845	0.991779566	0.975575378	0.905476447
34629	670.997	0.991808678	0.966515131	0.900688456
34631	670.02	0.990787629	0.969391848	0.915617022
34635	667.638	0.991582925	0.976434152	0.924838401
34638	677.314	0.989968276	0.948817239	0.894820747
34666	681.015	0.989495918	0.939291173	0.930458681
34671	674.874	0.990175639	0.956601017	0.89183041
34676	668.424	0.991252644	0.975292284	0.927901791
34680	669.575	0.992530265	0.972054226	0.908635052
34700	690.412	0.987085396	0.914792671	0.899685942
34703	676.387	0.990806567	0.953205151	0.910878618
34722	670.391	0.992085488	0.970863662	0.925200082
34729	671.193	0.99103958	0.968740162	0.919021523
34733	670.564	0.991833005	0.97067019	0.921018737
34747	672.202	0.991553235	0.966334706	0.896800867
34748	669.267	0.99149689	0.974856864	0.951370963
34750	675.599	0.990282409	0.956724018	0.942411414
34757	686.779	0.988819346	0.926015239	0.909771371
34761	687.872	0.988342669	0.92318101	0.915735824
34766	669.475	0.991784105	0.974755876	0.90618391
34771	683.109	0.988851918	0.936369007	0.91249341
34772	671.947	0.990570607	0.967764075	0.922665425
34774	677.726	0.989612681	0.951384824	0.920775931
34787	677.348	0.990349029	0.952803043	0.911635401
34792	692.19	0.987539383	0.912512069	0.922991502
34794	693.537	0.988831102	0.909023168	0.886259501
34794	671.293	0.992639507	0.970264152	0.889554436
34800	671.796	0.990888383	0.968978812	0.928785493
34841	675.857	0.991575832	0.958497188	0.908014846
34841	670.201	0.991999317	0.974743466	0.941435819
34847	686.633	0.989156661	0.928807931	0.890926981
34850	674.295	0.992340329	0.96319178	0.914135723
34865	680	0.988909689	0.947505431	0.937141378
34878	671.541	0.991190178	0.971888339	0.934869339
34878	679.271	0.990373967	0.949894318	0.919035967
34879	689.973	0.988129639	0.920682093	0.892215595
34879	675.467	0.989250667	0.960650949	0.941622791
34882	680.065	0.990431301	0.947786227	0.898607117
34883	672.664	0.991501336	0.968784811	0.907132586
34895	677.7	0.990575411	0.954768529	0.93527832
34911	677.462	0.99032679	0.955877575	0.896182041
34911	670.061	0.991677082	0.977110029	0.90721467
34912	676.03	0.990551851	0.959958935	0.91543705
34924	816.638	0.919246157	0.658073911	0.816318003
34934	687.791	0.985583298	0.927994074	0.916327838
34936	682.571	0.988204679	0.942296065	0.908990973
34945	675.172	0.991882149	0.963309985	0.897632113
34958	672.491	0.99160379	0.971367322	0.912271853
34960	681.462	0.98919133	0.946014953	0.888107225
34968	673.319	0.992901357	0.969256937	0.886166314
34968	750.395	0.975179876	0.780370411	0.868963662
34971	673.194	0.991550654	0.969700104	0.897921335
34980	675.203	0.991609026	0.96418627	0.905717705
34995	679.687	0.991415944	0.951914484	0.89069024
35022	670.696	0.992321424	0.978361547	0.910844644
35031	675.649	0.990443609	0.964317665	0.910051635
35042	676.65	0.99044658	0.961768562	0.936229784
35049	679.396	0.991513197	0.954200246	0.922629192
35059	671.731	0.992779068	0.976379396	0.918474918
35062	701.948	0.985468956	0.894204122	0.946355923
35066	674.509	0.991797715	0.968546765	0.922546807
35069	692.225	0.986109158	0.919684117	0.902114988
35081	677.561	0.99112869	0.960251575	0.900122646
35083	687.873	0.987891758	0.931729962	0.920316496
35083	685.515	0.988894213	0.938150821	0.927038093
35085	693.747	0.983930675	0.916070945	0.85940042
35087	678.15	0.989006962	0.958748216	0.890720911
35091	688.22	0.989426493	0.931002892	0.935898273
35091	685.847	0.989817218	0.937456494	0.909123949
35105	687.922	0.988650445	0.932181424	0.909806632
35106	688.658	0.988817846	0.930216457	0.914791398
35106	680.346	0.990435887	0.953084795	0.902099529
35122	679.818	0.989881909	0.955000906	0.912301329
35123	685.227	0.990580139	0.940010129	0.906725796
35128	669.663	0.992989597	0.984352571	0.925936078
35130	678.016	0.990330674	0.960302653	0.884226554
35131	684.17	0.990554334	0.943131656	0.901809544
35134	668.885	0.993608597	0.986812285	0.934757008
35145	681.083	0.991564158	0.952079756	0.867793162
35149	682.373	0.989861725	0.948591369	0.885405629
35162	673.468	0.991875882	0.974203092	0.919029673
35165	676.072	0.991596876	0.966795425	0.908597888
35175	706.545	0.985100961	0.885450557	0.933113255
35176	680.437	0.990901152	0.954729791	0.89753302
35208	678.529	0.990797805	0.960980094	0.911493481
35221	674.683	0.992588209	0.972326252	0.892468665
35223	674.287	0.991164139	0.973523935	0.915695074
35237	676.073	0.992535632	0.968772063	0.905467841
35246	683.282	0.990083991	0.948679991	0.882338556
35247	682.573	0.989945232	0.950678806	0.90150006
35254	687.045	0.98817132	0.938529434	0.941356056
35259	677.828	0.991061641	0.964363679	0.902040847
35272	682.696	0.990258008	0.951010328	0.912931934
35272	682.862	0.989757836	0.950548013	0.921062412
35277	676.858	0.992963098	0.967623431	0.88841692
35283	681.373	0.991401838	0.955004742	0.946320488
35287	677.949	0.990456676	0.964785022	0.947872803
35288	676.973	0.991013255	0.967596331	0.911211291
35300	685.599	0.990460157	0.943722302	0.88995837
35302	679.016	0.990405117	0.962164123	0.898595039
35304	686.408	0.987883706	0.941605758	0.903669695
35313	691.229	0.987969672	0.928753744	0.909440889
35316	682.911	0.990992508	0.951597201	0.891808578
35321	682.903	0.990215868	0.951754225	0.910372609
35330	682.682	0.990884869	0.952613205	0.903911129
35337	677.215	0.990636652	0.968247541	0.926332106
35338	680.836	0.990720233	0.958002864	0.932516916
35339	677.909	0.990803824	0.966320784	0.9268109
35344	694.82	0.987069567	0.919985412	0.905142879
35352	684.112	0.988590604	0.949225585	0.916363955
35354	687.741	0.989587415	0.939287602	0.902772219
35354	681.226	0.991252173	0.957339529	0.894119318
35364	683.341	0.988898521	0.951691714	0.9545666
35376	681.424	0.991118707	0.95737865	0.896980387
35377	687.757	0.9906194	0.939854937	0.89221145
35384	679.656	0.991203989	0.962583648	0.900311181
35402	681.514	0.991763783	0.957829256	0.919053976
35403	678.413	0.991319688	0.966632975	0.907369539
35408	684.211	0.990018174	0.950454118	0.877665888
35410	704.701	0.983693086	0.896037148	0.92904279
35412	675.129	0.992127308	0.976307876	0.931298758
35414	680.978	0.991183632	0.959662852	0.895450181
35432	681.365	0.990910871	0.959060245	0.908689911
35437	685.657	0.989749749	0.947224635	0.931489499
35438	678.412	0.991938644	0.967591457	0.910957891
35438	677.413	0.99196641	0.97044743	0.906101858
35442	698.883	0.983243633	0.911841034	0.896827076
35442	681.165	0.990248945	0.959894351	0.928631332
35450	680.993	0.991774843	0.960596075	0.901003446
35454	677.189	0.99188675	0.971527984	0.902063072
35467	683.515	0.989454596	0.953977692	0.936358009
35473	687.235	0.988821988	0.943837534	0.881650837
35481	679.09	0.992364491	0.966832064	0.893418841
35499	688.485	0.989188285	0.941102697	0.930335038
35507	682.142	0.990846937	0.958902087	0.888775404
35510	676.975	0.991927149	0.973677814	0.936083459
35511	702	0.96916023	0.905521032	0.948665399
35517	678.829	0.989855355	0.968557402	0.912691478
35532	676.181	0.991959799	0.976570477	0.920347405
35534	684.316	0.989226358	0.953543639	0.920379413
35539	690.791	0.991242016	0.935883361	0.860995462
35544	683.35	0.98873404	0.956510555	0.916032941
35555	697.407	0.987063102	0.918624328	0.89308593
35565	682.802	0.990061801	0.958612545	0.93621424
35589	687.923	0.989215332	0.945030857	0.905580377
35598	694.499	0.987598835	0.927453647	0.86755582
35602	688.378	0.990567875	0.944126734	0.884700428
35605	694.737	0.989907696	0.927000559	0.867087135
35608	689.304	0.989193544	0.941750475	0.885754642
35609	686.971	0.98908394	0.948184461	0.925097234
35610	678.391	0.992253678	0.972347904	0.908302398
35615	692.536	0.989195645	0.933164276	0.913921554
35634	685.864	0.989668389	0.951915555	0.905924803
35647	683.548	0.99038702	0.958726687	0.911981504
35647	679.754	0.992206419	0.969458687	0.902122507
35652	680.437	0.990278318	0.96764915	0.936612051
35672	690.775	0.988746605	0.939429298	0.882632526
35677	689.725	0.987735327	0.942423825	0.903202572
35680	686.068	0.991358951	0.952577641	0.923049804
35683	699.955	0.986045098	0.915231552	0.898745712
35684	678.241	0.99251801	0.97479954	0.896760232
35690	699.055	0.988040529	0.917769708	0.904051721
35690	691.225	0.989766771	0.938679942	0.894214261
35693	680.082	0.991554852	0.969773596	0.928392867
35699	694.117	0.988782406	0.93110906	0.900843008
35702	689.386	0.989879946	0.944011947	0.912985311
35703	684.558	0.990951733	0.957401434	0.905319999
35703	677.734	0.992108261	0.976778354	0.92654092
35704	683.565	0.991943102	0.960211941	0.884317963
35720	685.105	0.990186838	0.956328371	0.900963087
35720	685.93	0.991561181	0.954029313	0.885589828
35725	684.673	0.990902283	0.957669592	0.906956028
35730	698.169	0.98860052	0.921131761	0.880578625
35734	700.162	0.990272967	0.915997786	0.855023198
35735	684.121	0.991454651	0.959484154	0.905797477
35736	684.029	0.990246065	0.959769124	0.905147292
35738	684.449	0.991317855	0.958645244	0.896844141
35758	682.303	0.991927654	0.965224912	0.891155421
35762	690.56	0.989075421	0.942386	0.901041803
35764	674.477	0.992562167	0.987919735	0.960693225
35772	693.316	0.989817377	0.93517016	0.869274851
35777	685.863	0.989025267	0.9557384	0.964353955
35781	688.213	0.990943835	0.949328664	0.888683792
35789	685.127	0.990123388	0.958114167	0.913738897
35795	695.242	0.989112714	0.930593962	0.854840019
35795	684.955	0.990892481	0.958756122	0.938125093
35804	683.756	0.991910461	0.962363431	0.90247279
35809	681.549	0.992103951	0.968741461	0.917259465
35822	691.654	0.98947601	0.940983282	0.907222327
35835	687.914	0.99019066	0.951588044	0.898611445
35838	689.511	0.990191473	0.947264433	0.907047598
35838	684.103	0.99189062	0.96230034	0.883584578
35842	679.664	0.992111163	0.975020092	0.920356163
35845	683.888	0.991042053	0.963093567	0.931695943
35853	678.636	0.991181024	0.9782764	0.925034963
35864	681.39	0.991869019	0.970682229	0.923708512
35872	684.086	0.990556139	0.963261161	0.918994092
35901	686.097	0.991055901	0.958396831	0.902677824
35901	684.781	0.991302187	0.962084031	0.898220798
35915	685.086	0.991524488	0.961602424	0.896097132
35923	684.665	0.991280113	0.962999824	0.929924807
35932	688.727	0.990599068	0.951912517	0.882045042
35954	710.093	0.988290269	0.896038386	0.85018443
35955	683.377	0.992354824	0.967494358	0.881934194
35955	693.613	0.990632319	0.93914945	0.843481888
35967	684.169	0.992932667	0.96557785	0.92441876
35969	704.8	0.983969361	0.909926759	0.962873769
35972	685.989	0.989982387	0.96059461	0.916565581
35975	685.086	0.990855758	0.963208888	0.909318041
35977	702.354	0.989167194	0.916479363	0.865859359
35978	687.586	0.991211395	0.956297082	0.878861949
35996	686.723	0.991297643	0.95918178	0.909661902
36000	691.429	0.987654321	0.946274601	0.965705231
36006	693.059	0.986763134	0.941985735	0.93342736
36013	692.489	0.991356291	0.943720538	0.852376813
36022	683.433	0.99171324	0.969138386	0.891015953
36029	688.635	0.990596904	0.954737296	0.897430051
36032	741.973	0.981450712	0.822473718	0.89706251
36036	681.481	0.99311029	0.975077058	0.906974714
36044	691.115	0.990655233	0.948292263	0.917139669
36059	692.057	0.990169426	0.946106031	0.90389085
36075	702.685	0.987760802	0.918110254	0.899867309
36076	693.745	0.99036429	0.941951431	0.880072647
36082	683.764	0.991018704	0.969813004	0.915376424
36085	689.809	0.990965013	0.952969192	0.903236845
36092	690.636	0.990640354	0.950872719	0.907183277
36100	681.59	0.993122421	0.976496399	0.905555936
36104	698.492	0.990344525	0.929912984	0.8646426
36105	712.899	0.984646013	0.892732205	0.865341907
36109	690.918	0.990345849	0.950544188	0.905032184
36109	708.201	0.987934337	0.904715965	0.913300894
36112	723.077	0.983736958	0.86794521	0.95162134
36115	688.089	0.990428916	0.958535613	0.940453281
36120	683.177	0.991300052	0.972503408	0.933779471
36120	682.617	0.990348761	0.974099692	0.950001616
36128	690.354	0.990758261	0.952598938	0.886637572
36136	711.044	0.985625835	0.898166783	0.914164374
36137	703.387	0.988970991	0.917853324	0.891923251
36140	693.003	0.990869959	0.945644243	0.906998958
36144	690.759	0.988540328	0.951903609	0.963626055
36147	710.044	0.985603272	0.900972633	0.887608978
36152	694.2	0.988245585	0.942698842	0.861855453
36154	679.696	0.993623921	0.983414912	0.913112611
36154	691.479	0.990601967	0.950185125	0.924566219
36156	687.239	0.991634898	0.961999059	0.898230206
36156	683.782	0.993187562	0.971750815	0.897809167
36166	684.301	0.991936369	0.970545706	0.899478584
36166	693.373	0.989412634	0.94531487	0.946030099
36169	685.632	0.992236366	0.966861368	0.899940941
36186	685.681	0.991832036	0.967177561	0.905687343
36210	690.479	0.990237099	0.954415403	0.908591116
36236	714.592	0.987249346	0.891730899	0.91443778
36244	701.396	0.988463741	0.925804774	0.904378922
36246	684.492	0.991492737	0.972149813	0.900483711
36253	698.598	0.987013341	0.933467365	0.931985591
36253	681.763	0.993423396	0.980137395	0.905330777
36257	690.403	0.989573951	0.955864628	0.968733066
36261	701.08	0.988442143	0.927074178	0.924333996
36265	684.137	0.993180698	0.973669101	0.891819117
36272	724.509	0.987369338	0.868347978	0.884838658
36278	689.943	0.991744122	0.957694019	0.871715243
36299	693.838	0.990449944	0.947519948	0.882009065
36301	713.642	0.986627891	0.895710468	0.928622882
36311	689.155	0.991941212	0.960758534	0.895343024
36325	690.58	0.991863037	0.957166508	0.873619747
36331	692.777	0.990377276	0.95126232	0.915031973
36336	685.99	0.992461488	0.97031202	0.903231687
36340	683.845	0.99265208	0.976516161	0.912204987
36343	697.705	0.989275118	0.938181722	0.883745687
36345	682.374	0.992680196	0.980865807	0.932109658
36349	686.851	0.9919225	0.968227162	0.949718792
36361	685.038	0.991600535	0.97368024	0.916414612
36365	690.321	0.991412214	0.958939671	0.899793794
36369	689.67	0.990549079	0.960856548	0.908563911
36373	689.957	0.99152219	0.960162934	0.880242599
36384	689.513	0.990067757	0.961690641	0.898792902
36393	681.994	0.992852271	0.983256019	0.920579435
36396	689.842	0.989425037	0.961090437	0.928817074
36405	691.958	0.990935816	0.955457623	0.910258283
36411	696.862	0.988757637	0.942212593	0.90783642
36421	687.46	0.992235602	0.96842694	0.902152099
36421	692.256	0.990346965	0.955054758	0.902136555
36426	696.301	0.990402132	0.944120243	0.889889914
36439	689.312	0.991915287	0.963706162	0.907653743
36443	703.908	0.989304232	0.924255797	0.937978786
36453	687.95	0.99280987	0.967897548	0.898485624
36461	694.029	0.990653444	0.951224887	0.888276263
36461	695.283	0.989577962	0.947796756	0.899142169
36463	695.433	0.990357977	0.947439902	0.898886427
36469	692.125	0.991921884	0.956675486	0.895024541
36473	690.992	0.989554506	0.9599206	0.926323169
36474	690.09	0.990683652	0.962458006	0.921550881
36481	689.428	0.991843615	0.964492297	0.934533214
36496	698.972	0.988328323	0.938718927	0.987302969
36518	691.304	0.990856058	0.960237602	0.925984054
36520	692.007	0.990990991	0.958340093	0.924158319
36527	691.877	0.990831412	0.958884021	0.904923466
36532	697.29	0.990214946	0.944183571	0.884635018
36536	687.345	0.990699314	0.971809873	0.9315073
36540	710.343	0.986021912	0.910001686	0.902054173
36549	694.092	0.990917471	0.953347617	0.899646177
36553	691.653	0.991025919	0.960188191	0.932897117
36554	698.178	0.991483129	0.942350471	0.871714886
36565	691.737	0.99113629	0.960270151	0.890560792
36566	694.803	0.991405254	0.951839994	0.879948439
36568	691.529	0.99145948	0.960926737	0.893886633
36576	687.61	0.991676382	0.972124088	0.93762711
36587	705.861	0.989238881	0.922780249	0.8685907
36589	698.326	0.988597984	0.942852985	0.894216462
36592	698.499	0.990230834	0.94246327	0.900071321
36594	688.123	0.991976145	0.971152874	0.915698314
36598	691.778	0.989911011	0.961022872	0.890907053
36600	693.853	0.991654926	0.955335703	0.896273256
36601	692.969	0.991252302	0.957800813	0.872706379
36606	700.229	0.989592063	0.93817089	0.8744453
36609	688.123	0.990959045	0.971550953	0.962230792
36613	697.658	0.989727786	0.945279027	0.926452655
36620	688.188	0.992438819	0.971659303	0.914201563
36629	686.542	0.992306234	0.976563987	0.933479499
36648	728.404	0.982599137	0.867991553	0.882688828
36655	697.963	0.990060233	0.945536474	0.896320768
36661	689.743	0.991400525	0.968366078	0.941975236
36663	698.145	0.988434164	0.94524981	0.920536257
36677	690.331	0.991779562	0.967139045	0.902737392
36677	687.082	0.992396775	0.976307278	0.915370611
36701	719.886	0.980916745	0.889939137	0.922161509
36705	698.444	0.989966826	0.945522593	0.875210458
36707	697.665	0.990100879	0.947686914	0.884638662
36711	701.528	0.991064197	0.937380812	0.884039034
36730	692.349	0.991684216	0.962898819	0.91645742
